Title,Old Price,Discounted Price,Discount %,Link,Promo Note
Harpic Toilet Cleaner Blue Power Atlantic Burst In Cistern 100g,6.79,3.99,41.2,https://www.woolworths.co.nz/shop/product-details/32112/harpic-toilet-cleaner-blue-power-atlantic-burst-in-cistern,SAVE $2.80
Whittaker's Chocolate Sharepack Dark Peppermint Mini Slab 180g 12 Pack,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/709011/whittaker-s-chocolate-sharepack-dark-peppermint-mini-slab-180g,SAVE $1.00
Little Bellies Organic Baby Snacks Strawberry Pick-Up Sticks 16g,4.39,3.9,11.2,https://www.woolworths.co.nz/shop/product-details/59516/little-bellies-organic-baby-snacks-strawberry-pick-up-sticks,SAVE $0.49
Indomie Instant Noodles Cup Mi Goreng 75g,2.59,2.2,15.1,https://www.woolworths.co.nz/shop/product-details/358075/indomie-instant-noodles-cup-mi-goreng,SAVE $0.39
Charlies Honest Juice Chilled Juice Orange 100% Pure Squeezed 1.5L,9.49,8.49,10.5,https://www.woolworths.co.nz/shop/product-details/278115/charlies-honest-juice-chilled-juice-orange-100-pure-squeezed,SAVE $1.00
Hellers Biersticks Mild 168g 6 Pack,6.8,4.8,29.4,https://www.woolworths.co.nz/shop/product-details/725543/hellers-biersticks-mild-168g,SAVE $2.00
Whittaker's Chocolate Fruit & Nut 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/266870/whittaker-s-chocolate-fruit-nut,SAVE $1.00
Chicago Pizza Mini Ham & Pineapple 150g,2.7,2,25.9,https://www.woolworths.co.nz/shop/product-details/579158/chicago-pizza-mini-ham-pineapple,SAVE $0.70
Griffin's Toffee Pops Chocolate Biscuits Double Choc 200g,5.99,3.99,33.4,https://www.woolworths.co.nz/shop/product-details/793589/griffin-s-toffee-pops-chocolate-biscuits-double-choc,
Anathoth Farm Mixed Berry Jam 3 Berries 455g,6.99,6.29,10.0,https://www.woolworths.co.nz/shop/product-details/269871/anathoth-farm-mixed-berry-jam-3-berries,SAVE $0.70
Sard Super Power Spray Stain Remover 420mL,10.3,8,22.3,https://www.woolworths.co.nz/shop/product-details/173870/sard-super-power-spray-stain-remover,SAVE $2.30
Ornelle Feta Cheese 200g,6.3,5.6,11.1,https://www.woolworths.co.nz/shop/product-details/281748/ornelle-feta-cheese,SAVE $0.70
Woolworths Fish Fillets Basa Frozen 1kg,14,12.5,10.7,https://www.woolworths.co.nz/shop/product-details/445352/woolworths-fish-fillets-basa-frozen,
Wattie's Wok Creations Frozen Stir Fry Vegetables Malaysian Style 400g,4.49,3.5,22.0,https://www.woolworths.co.nz/shop/product-details/273067/wattie-s-wok-creations-frozen-stir-fry-vegetables-malaysian-style,
"Wattie's Frozen Mixed Vegetables Carrots, Peas, Beans & Corn 1kg",6,4.5,25.0,https://www.woolworths.co.nz/shop/product-details/272784/wattie-s-frozen-mixed-vegetables-carrots-peas-beans-corn,
Keri Fruit Drink Apple 50% Less Sugar 1L,3.99,2.5,37.3,https://www.woolworths.co.nz/shop/product-details/22019/keri-fruit-drink-apple-50-less-sugar,
Red Seal Toothpaste Baking Soda Natural 100g,4.79,3.49,27.1,https://www.woolworths.co.nz/shop/product-details/939733/red-seal-toothpaste-baking-soda-natural,SAVE $1.30
Fix & Fogg Peanut Butter Smooth Double Trouble 750g,11.9,10.5,11.8,https://www.woolworths.co.nz/shop/product-details/103333/fix-fogg-peanut-butter-smooth-double-trouble,
Ecostore Toilet Cleaner Eucalyptus 500mL,7,4.5,35.7,https://www.woolworths.co.nz/shop/product-details/78314/ecostore-toilet-cleaner-eucalyptus,SAVE $2.50
Arnott's Shapes Crackers Bizza 170g,3.99,2.99,25.1,https://www.woolworths.co.nz/shop/product-details/6078675/arnott-s-shapes-crackers-bizza,SAVE $1.00
Mainland Butter Semi Soft Salted 500g,16.6,14.9,10.2,https://www.woolworths.co.nz/shop/product-details/560382/mainland-butter-semi-soft-salted,SAVE $1.70
Pumped Water Berry 750mL,2.99,2.5,16.4,https://www.woolworths.co.nz/shop/product-details/315123/pumped-water-berry,SAVE $0.49
Nature Valley Crunchy Muesli Bars Variety Pack 252g,5.99,5,16.5,https://www.woolworths.co.nz/shop/product-details/53847/nature-valley-crunchy-muesli-bars-variety-pack,
Sailor's Choice Prawns Raw Meat 300g,8.5,7.5,11.8,https://www.woolworths.co.nz/shop/product-details/757752/sailor-s-choice-prawns-raw-meat,SAVE $1.00
Arnott's Cracker Chips Sea Salt & Balsamic Vinegar 150g,4.29,3,30.1,https://www.woolworths.co.nz/shop/product-details/855495/arnott-s-cracker-chips-sea-salt-balsamic-vinegar,
Rebel Bakehouse Gluten Free Wraps Sourdough & Superseeds 184g,6.19,5.3,14.4,https://www.woolworths.co.nz/shop/product-details/6050689/rebel-bakehouse-gluten-free-wraps-sourdough-superseeds,
NZ Natural Sparkling Water 4 Pack,7.99,7.5,6.1,https://www.woolworths.co.nz/shop/product-details/263921/nz-natural-sparkling-water,
Whittaker's Chocolate Sharepack Hokey Pokey Crunch 180g 12 Pack,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/156824/whittaker-s-chocolate-sharepack-hokey-pokey-crunch-180g,SAVE $1.00
Cute & Co. Baby Wipes Fragrance Free 80 Pack,5.2,3.65,29.8,https://www.woolworths.co.nz/shop/product-details/138262/cute-co-baby-wipes-fragrance-free,SAVE $1.55
McClure's Bread & Butter Pickles Crinkles 500g,9.95,8.95,10.1,https://www.woolworths.co.nz/shop/product-details/388719/mcclure-s-bread-butter-pickles-crinkles,SAVE $1.00
Gregg's Mixed Herbs 15g,3.2,2.6,18.8,https://www.woolworths.co.nz/shop/product-details/265221/gregg-s-mixed-herbs,SAVE $0.60
Delmaine Gherkins Baby 670g,4.89,4.3,12.1,https://www.woolworths.co.nz/shop/product-details/705785/delmaine-gherkins-baby,SAVE $0.59
Little Lucifer Fire Lighters 24 Pack,5.99,3.8,36.6,https://www.woolworths.co.nz/shop/product-details/22206/little-lucifer-fire-lighters,SAVE $2.19
Tom & Luke Snack Balls Choc With Pics Peanut Butter 133g,7.49,6,19.9,https://www.woolworths.co.nz/shop/product-details/340752/tom-luke-snack-balls-choc-with-pics-peanut-butter,SAVE $1.49
Only Organic Baby Food Chicken & Vegetable Pasta 170g,3,2.49,17.0,https://www.woolworths.co.nz/shop/product-details/133046/only-organic-baby-food-chicken-vegetable-pasta,SAVE $0.51
Reach Dental Floss Cleanburst 50m,3.49,2.99,14.3,https://www.woolworths.co.nz/shop/product-details/31528/reach-dental-floss-cleanburst,SAVE $0.50
Dairyworks Parmesan Cheese Powder 100g,6.59,5.9,10.5,https://www.woolworths.co.nz/shop/product-details/769339/dairyworks-parmesan-cheese-powder,SAVE $0.69
Glow Lab Hand Wash Plum & Cherry Blossom 300mL,8.19,5.69,30.5,https://www.woolworths.co.nz/shop/product-details/6018662/glow-lab-hand-wash-plum-cherry-blossom,SAVE $2.50
Harraways Oats Rolled 800g,5.4,4.19,22.4,https://www.woolworths.co.nz/shop/product-details/266563/harraways-oats-rolled,
Keri Pulpy Fruit Drink Orange 1L,3.99,2.5,37.3,https://www.woolworths.co.nz/shop/product-details/747665/keri-pulpy-fruit-drink-orange,
Wattie's Very Special Soup Creamy Tomato Canned 535g,5.5,3.7,32.7,https://www.woolworths.co.nz/shop/product-details/265322/wattie-s-very-special-soup-creamy-tomato-canned,
Massel Chicken Style Stock Cubes Salt Reduced Plant Based 105g,5,3.99,20.2,https://www.woolworths.co.nz/shop/product-details/205438/massel-chicken-style-stock-cubes-salt-reduced-plant-based,SAVE $1.01
Golden Sun Gherkins Short & Sweet 680g,4.29,3.5,18.4,https://www.woolworths.co.nz/shop/product-details/129396/golden-sun-gherkins-short-sweet,SAVE $0.79
Juicy Dumplings Pork & Cabbage 450g,6.79,5.8,14.6,https://www.woolworths.co.nz/shop/product-details/322556/juicy-dumplings-pork-cabbage,SAVE $0.99
Lupi Olive Oil Extra Virgin 1L,23.99,18.99,20.8,https://www.woolworths.co.nz/shop/product-details/19886/lupi-olive-oil-extra-virgin,SAVE $5.00
Havana Coffee Works Coffee Beans Super Deluxe 720g,30,28,6.7,https://www.woolworths.co.nz/shop/product-details/912271/havana-coffee-works-coffee-beans-super-deluxe,SAVE $2.00
Fabulicious Sherbert Fizz Raspberry 200g,3.79,2.49,34.3,https://www.woolworths.co.nz/shop/product-details/55499/fabulicious-sherbert-fizz-raspberry,SAVE $1.30
Coffee Supreme Plunger & Filter Grind Supreme Blend 200g,12.99,9.99,23.1,https://www.woolworths.co.nz/shop/product-details/155182/coffee-supreme-plunger-filter-grind-supreme-blend,SAVE $3.00
Sunrice Microwave Brown Rice Cup 2 x 125g pack,3.09,2.7,12.6,https://www.woolworths.co.nz/shop/product-details/352043/sunrice-microwave-brown-rice-cup,
Pieter's Salami Stick Pepperoni 250g,7.99,7,12.4,https://www.woolworths.co.nz/shop/product-details/668167/pieter-s-salami-stick-pepperoni,SAVE $0.99
Rexona Women Advanced Roll On Invisible Pure 50mL,6.29,3.99,36.6,https://www.woolworths.co.nz/shop/product-details/307558/rexona-women-advanced-roll-on-invisible-pure,SAVE $2.30
Glow Lab Facial Wipes 20 Pack,9.19,5.99,34.8,https://www.woolworths.co.nz/shop/product-details/686788/glow-lab-facial-wipes,SAVE $3.20
Funday Gummies Strawberry & Cream No Sugar 50g,5.5,3.85,30.0,https://www.woolworths.co.nz/shop/product-details/376068/funday-gummies-strawberry-cream-no-sugar,
Original Foods Donuts Rainbow Mini 8 Pack,5.99,4.9,18.2,https://www.woolworths.co.nz/shop/product-details/6002619/original-foods-donuts-rainbow-mini,SAVE $1.09
The Collective Kefir Probiotic Yoghurt Vanilla Bean 700mL,7.69,6.75,12.2,https://www.woolworths.co.nz/shop/product-details/79778/the-collective-kefir-probiotic-yoghurt-vanilla-bean,
Fix & Fogg Peanut Butter Banana Caramel 275g,8.9,7.9,11.2,https://www.woolworths.co.nz/shop/product-details/6079763/fix-fogg-peanut-butter-banana-caramel,SAVE $1.00
Cadbury Freddo Chocolate Sharepack Dairy Milk 12 Pack,7,5.5,21.4,https://www.woolworths.co.nz/shop/product-details/87143/cadbury-freddo-chocolate-sharepack-dairy-milk,SAVE $1.50
Leader Chicken Cordon Bleu Medley 798g,17.3,15.5,10.4,https://www.woolworths.co.nz/shop/product-details/289748/leader-chicken-cordon-bleu-medley,SAVE $1.80
Farmland Champagne Ham Shaved 100g,4.49,3.3,26.5,https://www.woolworths.co.nz/shop/product-details/183644/farmland-champagne-ham-shaved,SAVE $1.19
McVitie's Digestives Biscuits Original 355g,4.8,4.1,14.6,https://www.woolworths.co.nz/shop/product-details/263343/mcvitie-s-digestives-biscuits-original,
Havana Coffee Works Espresso Grind Super Deluxe 200g,11.5,9.49,17.5,https://www.woolworths.co.nz/shop/product-details/519200/havana-coffee-works-espresso-grind-super-deluxe,SAVE $2.01
The Collective Kefir Probiotic Yoghurt Natural 700mL,7.69,6.75,12.2,https://www.woolworths.co.nz/shop/product-details/675944/the-collective-kefir-probiotic-yoghurt-natural,
Purina One Healthy Adult Wet Cat Food Ocean Fish In Gravy 70g,1.89,1.35,28.6,https://www.woolworths.co.nz/shop/product-details/21203/purina-one-healthy-adult-wet-cat-food-ocean-fish-in-gravy,SAVE $0.54
Only Organic Stage 2 Baby Food Pasta Bolognese 170g,3,2.49,17.0,https://www.woolworths.co.nz/shop/product-details/660268/only-organic-stage-2-baby-food-pasta-bolognese,SAVE $0.51
Deep Cove Sardines In Oil 125g,2.49,1.99,20.1,https://www.woolworths.co.nz/shop/product-details/83237/deep-cove-sardines-in-oil,SAVE $0.50
V Energy Drink Grape Burst 500mL,4.24,2.49,41.3,https://www.woolworths.co.nz/shop/product-details/6007290/v-energy-drink-grape-burst,
Meadow Fresh Cottage Cheese 500g,8.58,7.79,9.2,https://www.woolworths.co.nz/shop/product-details/281700/meadow-fresh-cottage-cheese,SAVE $0.79
Tasti Muesli Bars Carob Fruit & Nut Snak Log 240g,6.39,5.69,11.0,https://www.woolworths.co.nz/shop/product-details/35044/tasti-muesli-bars-carob-fruit-nut-snak-log,SAVE $0.70
Cartel Food Co Burrito Chilli & Lime Shredded Chicken 200g,6.5,4.99,23.2,https://www.woolworths.co.nz/shop/product-details/475067/cartel-food-co-burrito-chilli-lime-shredded-chicken,SAVE $1.51
Diamond Rice Risotto Chinese 200g,3.69,3.5,5.1,https://www.woolworths.co.nz/shop/product-details/269564/diamond-rice-risotto-chinese,SAVE $0.19
Mother Energy Drink Black 500mL,2.79,2.25,19.4,https://www.woolworths.co.nz/shop/product-details/315125/mother-energy-drink-black,SAVE $0.54
Purina One Urinary Care Wet Cat Food Chicken In Gravy 70g,1.89,1.35,28.6,https://www.woolworths.co.nz/shop/product-details/21186/purina-one-urinary-care-wet-cat-food-chicken-in-gravy,SAVE $0.54
Ecostore Dishwasher Powder Lemon 2kg,15.69,12,23.5,https://www.woolworths.co.nz/shop/product-details/701136/ecostore-dishwasher-powder-lemon,SAVE $3.69
Milo Cereal Duo 340g,7.29,5.29,27.4,https://www.woolworths.co.nz/shop/product-details/319318/milo-cereal-duo,
Finish Dishwasher Rinse Aid Regular 500mL,11.49,8.99,21.8,https://www.woolworths.co.nz/shop/product-details/260703/finish-dishwasher-rinse-aid-regular,SAVE $2.50
Fancy Feast Savory Centers Wet Cat Food Pate Chicken 85g,,2.39,,https://www.woolworths.co.nz/shop/product-details/63723/fancy-feast-savory-centers-wet-cat-food-pate-chicken,5 for $8.40
Harraways Organic Rolled Oats Porridge 800g,8.9,7.9,11.2,https://www.woolworths.co.nz/shop/product-details/271803/harraways-organic-rolled-oats-porridge,
Black Knight Licorice Traditional Medley 500g,6.39,5.75,10.0,https://www.woolworths.co.nz/shop/product-details/266919/black-knight-licorice-traditional-medley,SAVE $0.64
V Vitalise Energy Drink 350mL,3.99,2.49,37.6,https://www.woolworths.co.nz/shop/product-details/162536/v-vitalise-energy-drink,
Woolworths NZ Chicken Legs Min Order 550g,12.7,11.4,10.2,https://www.woolworths.co.nz/shop/product-details/57010/woolworths-nz-chicken-legs,SAVE $1.30
Dove Soap Bar Original 4x90g bars,8.89,7.49,15.7,https://www.woolworths.co.nz/shop/product-details/224828/dove-soap-bar-original,SAVE $1.40
Munchh! Skinny Coated Almonds Dark Chocolate 185g,8.99,7.99,11.1,https://www.woolworths.co.nz/shop/product-details/6039936/munchh-skinny-coated-almonds-dark-chocolate,SAVE $1.00
Libra Goodnights Pads Goodnights Ultra Thin 10 Pack,5.99,4.29,28.4,https://www.woolworths.co.nz/shop/product-details/116837/libra-goodnights-pads-goodnights-ultra-thin,SAVE $1.70
Earthwise Laundry Capsules Orange & Eucalyptus 26 pack,22,9.99,1,https://www.woolworths.co.nz/shop/product-details/660833/earthwise-laundry-capsules-orange-eucalyptus,SAVE $12.01
John West Salmon Pink 105g,4.79,4.39,8.4,https://www.woolworths.co.nz/shop/product-details/34927/john-west-salmon-pink,
Whittaker's Chocolate Block Banana Caramel 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/6034120/whittaker-s-chocolate-block-banana-caramel,SAVE $1.00
Regal Hot Smoked Salmon Double Manuka 100g,14.19,10.99,22.6,https://www.woolworths.co.nz/shop/product-details/258254/regal-hot-smoked-salmon-double-manuka,SAVE $3.20
Palmolive Naturals Shower Gel Passion Fruit & Aloe 1L,11.49,7.99,30.5,https://www.woolworths.co.nz/shop/product-details/908512/palmolive-naturals-shower-gel-passion-fruit-aloe,SAVE $3.50
Flemings Snacker Muesli Bars Strawberry Choc 162g,3.79,2.69,29.0,https://www.woolworths.co.nz/shop/product-details/116557/flemings-snacker-muesli-bars-strawberry-choc,
Millie Moon Nappies Toddler Boys & Girls 10-15kg Size 4 36 Pack,20,15.99,20.0,https://www.woolworths.co.nz/shop/product-details/6007811/millie-moon-nappies-toddler-boys-girls-10-15kg-size-4,SAVE $4.01
Dairyworks Cheese Slices 11g Protein 180g,6.19,5,19.2,https://www.woolworths.co.nz/shop/product-details/6071619/dairyworks-cheese-slices-11g-protein,SAVE $1.19
Aunt Betty's Rice 2 Go Creamed Rice Vanilla Creamy Rice 220g,2.69,2.45,8.9,https://www.woolworths.co.nz/shop/product-details/273886/aunt-betty-s-rice-2-go-creamed-rice-vanilla-creamy-rice,SAVE $0.24
Serious Pea Puff Snacks Sea Salt 5 Pack,4.89,4,18.2,https://www.woolworths.co.nz/shop/product-details/912641/serious-pea-puff-snacks-sea-salt,SAVE $0.89
Woodland Eggs Free Range Size 7 6 Pack,6.75,5.1,24.4,https://www.woolworths.co.nz/shop/product-details/805412/woodland-eggs-free-range-size-7,
Pieter's Salami Stick Danish 250g,7.99,7,12.4,https://www.woolworths.co.nz/shop/product-details/667780/pieter-s-salami-stick-danish,SAVE $0.99
Mother Energy Drink Rainbow Sherbet 500mL,2.79,2.25,19.4,https://www.woolworths.co.nz/shop/product-details/103546/mother-energy-drink-rainbow-sherbet,SAVE $0.54
Silk Road Chilled Meal Garlic & Coriander Roti 300g,6.59,5.5,16.5,https://www.woolworths.co.nz/shop/product-details/279040/silk-road-chilled-meal-garlic-coriander-roti,SAVE $1.09
Pic's Peanut Butter Honey 290g,7.79,3.89,1,https://www.woolworths.co.nz/shop/product-details/6078832/pic-s-peanut-butter-honey,SAVE $3.90
Edmonds Cake Mix Cafe Style Rich Chocolate Cake 535g,6.89,6.19,10.2,https://www.woolworths.co.nz/shop/product-details/354410/edmonds-cake-mix-cafe-style-rich-chocolate-cake,SAVE $0.70
Hubbards Granola Clusters Crunchy Vanilla 425g,7.6,5.99,21.2,https://www.woolworths.co.nz/shop/product-details/6027917/hubbards-granola-clusters-crunchy-vanilla,
Up&Go Liquid Breakfast Choc Ice 250mL,6.49,5.49,15.4,https://www.woolworths.co.nz/shop/product-details/32306/up-go-liquid-breakfast-choc-ice,
Woolworths Bread Loaf Tiger,4.7,4,14.9,https://www.woolworths.co.nz/shop/product-details/759029/woolworths-bread-loaf-tiger,SAVE $0.70
Lee Kum Kee Ready Sauce Sweet & Sour Pork 145g,3.4,2.7,20.6,https://www.woolworths.co.nz/shop/product-details/6045977/lee-kum-kee-ready-sauce-sweet-sour-pork,SAVE $0.70
L'Or Coffee Capsules Lungo Profondo Intensity 8 10 pack,10.99,8.79,20.0,https://www.woolworths.co.nz/shop/product-details/604171/l-or-coffee-capsules-lungo-profondo-intensity-8,SAVE $2.20
Chicken Tonight Indian Meal Base Butter Chicken Sauce 495g,4.49,3.9,13.1,https://www.woolworths.co.nz/shop/product-details/194935/chicken-tonight-indian-meal-base-butter-chicken-sauce,
My Dog Wet Dog Food Gourmet Beef Classic Loaf 400g,4.5,3,33.3,https://www.woolworths.co.nz/shop/product-details/169449/my-dog-wet-dog-food-gourmet-beef-classic-loaf,SAVE $1.50
Hellers Burger Patties Angus 454g 4 Pack,15.5,13.95,10.0,https://www.woolworths.co.nz/shop/product-details/125473/hellers-burger-patties-angus-454g,SAVE $1.55
Heartland Thick Cut Chips Salt & Vinegar 140g,3.2,2.5,21.9,https://www.woolworths.co.nz/shop/product-details/917985/heartland-thick-cut-chips-salt-vinegar,SAVE $0.70
Panasonic Aa Battery Alkaline 12 Pack,27,12,1,https://www.woolworths.co.nz/shop/product-details/268069/panasonic-aa-battery-alkaline,SAVE $15.00
Dettol Healthy Clean Bathroom Spray Antibacterial 500mL,6.29,3.99,36.6,https://www.woolworths.co.nz/shop/product-details/866834/dettol-healthy-clean-bathroom-spray-antibacterial,SAVE $2.30
Much Moore Awesome Ice Cream Salted Caramel 2L,7.99,6.5,18.6,https://www.woolworths.co.nz/shop/product-details/560627/much-moore-awesome-ice-cream-salted-caramel,SAVE $1.49
Meadow Fresh Cream Cheese 150g,3.79,3.4,10.3,https://www.woolworths.co.nz/shop/product-details/281538/meadow-fresh-cream-cheese,SAVE $0.39
Bouton D'or Feta Cheese Basil Pesto 150g,5.99,5.39,10.0,https://www.woolworths.co.nz/shop/product-details/360751/bouton-d-or-feta-cheese-basil-pesto,SAVE $0.60
Rokeby protein smoothie 425ml,5.45,3.99,26.8,https://www.woolworths.co.nz/shop/product-details/6024655/rokeby-protein-smoothie-strawberry,SAVE $1.46
"Temptations Mega Cat Treats Chicken, Catnip & Cheddar 180g",9,8,11.1,https://www.woolworths.co.nz/shop/product-details/818480/temptations-mega-cat-treats-chicken-catnip-cheddar,SAVE $1.00
Chef Classic Wet Cat Food Traditional Jellimeat 690g,5.3,4.29,19.1,https://www.woolworths.co.nz/shop/product-details/268456/chef-classic-wet-cat-food-traditional-jellimeat,SAVE $1.01
Heinz Baked Beans English Recipe 420g,4.19,3.29,21.5,https://www.woolworths.co.nz/shop/product-details/21196/heinz-baked-beans-english-recipe,
Tip Top Frozen Dessert Moments Chocolate 2L,6.49,5.5,15.3,https://www.woolworths.co.nz/shop/product-details/6038789/tip-top-frozen-dessert-moments-chocolate,SAVE $0.99
Persil Front & Top Loader Laundry Powder Ultimate 4kg,37.5,29,22.7,https://www.woolworths.co.nz/shop/product-details/468317/persil-front-top-loader-laundry-powder-ultimate,SAVE $8.50
RJ's Licorice Raspberry Chocolate Logs 3pk 120g,3.1,2.79,10.0,https://www.woolworths.co.nz/shop/product-details/318087/rj-s-licorice-raspberry-chocolate-logs-3pk,SAVE $0.31
Treasures Dry & Snug Nappy Pants Walker 13-18kg Convenience 16 Pack,11.5,9,21.7,https://www.woolworths.co.nz/shop/product-details/293757/treasures-dry-snug-nappy-pants-walker-13-18kg-convenience,SAVE $2.50
Gregg's Garlic Powder 30g,3.2,2.6,18.8,https://www.woolworths.co.nz/shop/product-details/259037/gregg-s-garlic-powder,SAVE $0.60
Coca-Cola Soft Drink Diet Coke 2.25L,5.39,3.79,29.7,https://www.woolworths.co.nz/shop/product-details/179076/coca-cola-soft-drink-diet-coke,SAVE $1.60
Ecostore Spray Cleaner Multi Purpose Citrus 500mL,5.99,4.5,24.9,https://www.woolworths.co.nz/shop/product-details/272657/ecostore-spray-cleaner-multi-purpose-citrus,SAVE $1.49
V Sugar Free Energy Drink Refresh Pineapple & Watermelon 500mL,4.49,2.49,44.5,https://www.woolworths.co.nz/shop/product-details/229961/v-sugar-free-energy-drink-refresh-pineapple-watermelon,SAVE $2.00
Kiwi Blue Sparkling Water 1.25L,2.39,1.7,28.9,https://www.woolworths.co.nz/shop/product-details/726590/kiwi-blue-sparkling-water,SAVE $0.69
Gregg's Paprika Smoked Ground 30g,3.2,2.6,18.8,https://www.woolworths.co.nz/shop/product-details/260072/gregg-s-paprika-smoked-ground,SAVE $0.60
Nescafe Coffee Sachets Cappuccino 10 Pack,7.92,4.69,40.8,https://www.woolworths.co.nz/shop/product-details/195108/nescafe-coffee-sachets-cappuccino,SAVE $3.23
Paddle Pop Ice Cream On Stick Rainbow 544ml 8 Pack,10.99,8.5,22.7,https://www.woolworths.co.nz/shop/product-details/106503/paddle-pop-ice-cream-on-stick-rainbow-544ml,
Orchard Press Fruit Drink Apple & Orange 2L,4.5,4,11.1,https://www.woolworths.co.nz/shop/product-details/6067973/orchard-press-fruit-drink-apple-orange,SAVE $0.50
Anchor Yoghurt Protein Plus Mixed Berry Tub 180g,3.75,3,20.0,https://www.woolworths.co.nz/shop/product-details/6038604/anchor-yoghurt-protein-plus-mixed-berry-tub,SAVE $0.75
Morning Fresh dishwasher tablets 54 pack,27.5,22,20.0,https://www.woolworths.co.nz/shop/product-details/6024808/morning-fresh-advanced-clean-dishwasher-tablets,SAVE $5.50
Thextons Fruit Drink Cranberry 2.4L,4.99,4,19.8,https://www.woolworths.co.nz/shop/product-details/919275/thextons-fruit-drink-cranberry,
"McCain Frozen Garden Greens Beans, Broccoli & Peas 500g",4.3,2.99,30.5,https://www.woolworths.co.nz/shop/product-details/685011/mccain-frozen-garden-greens-beans-broccoli-peas,
Fanta Soft Drink Orange 8 Pack,13.99,8.99,35.7,https://www.woolworths.co.nz/shop/product-details/660317/fanta-soft-drink-orange,
Libra Maternity Pads Extra Long With Wings 10 Pack,5.99,4.29,28.4,https://www.woolworths.co.nz/shop/product-details/312064/libra-maternity-pads-extra-long-with-wings,SAVE $1.70
Trolli Sweets Sour Gecko 140g,3,2.5,16.7,https://www.woolworths.co.nz/shop/product-details/563282/trolli-sweets-sour-gecko,SAVE $0.50
Purina One Coat & Hairball Dry Cat Food Chicken 1.4kg,27.8,18.69,32.8,https://www.woolworths.co.nz/shop/product-details/199047/purina-one-coat-hairball-dry-cat-food-chicken,SAVE $9.11
Boss Iced Coffee Double Espresso 237mL,3.95,3,24.1,https://www.woolworths.co.nz/shop/product-details/175034/boss-iced-coffee-double-espresso,
San Remo Pasta Gnocchi 500g,2.99,2.5,16.4,https://www.woolworths.co.nz/shop/product-details/117882/san-remo-pasta-gnocchi,SAVE $0.49
Hummingbird Coffee Beans Oomph! Organic Fair Trade,12.59,9.79,22.2,https://www.woolworths.co.nz/shop/product-details/266817/hummingbird-coffee-beans-oomph-organic-fair-trade,SAVE $2.80
Golden Sun Peppers Red Roasted Gluten Free 680g,7.6,6.8,10.5,https://www.woolworths.co.nz/shop/product-details/264744/golden-sun-peppers-red-roasted-gluten-free,SAVE $0.80
Glad Snaplock Storage Bags Medium 20 Pack,3.99,3.5,12.3,https://www.woolworths.co.nz/shop/product-details/558775/glad-snaplock-storage-bags-medium,SAVE $0.49
Lee Kum Kee Ready Sauce Chow Mein 120g,3.4,2.7,20.6,https://www.woolworths.co.nz/shop/product-details/209254/lee-kum-kee-ready-sauce-chow-mein,SAVE $0.70
Otaika Valley Eggs Free Range Size 8 10 Pack,11.95,9.99,16.4,https://www.woolworths.co.nz/shop/product-details/149336/otaika-valley-eggs-free-range-size-8,SAVE $1.96
Quarterpast Coffee Syrup Vanilla 250mL,5.79,5,13.6,https://www.woolworths.co.nz/shop/product-details/789306/quarterpast-coffee-syrup-vanilla,SAVE $0.79
Wattie's Very Special Soup Creamy Pumpkin Canned 535g,5.5,3.7,32.7,https://www.woolworths.co.nz/shop/product-details/265343/wattie-s-very-special-soup-creamy-pumpkin-canned,
Woolworths Muffins Blueberry 6 Pack,6.8,6.1,10.3,https://www.woolworths.co.nz/shop/product-details/285823/woolworths-muffins-blueberry,SAVE $0.70
Dole Pineapple Crushed In Juice 227g,2.19,1.85,15.5,https://www.woolworths.co.nz/shop/product-details/264004/dole-pineapple-crushed-in-juice,
Silk Baby Wipes Plastic Free & Fragrance Free 80 Pack,3.5,3.1,11.4,https://www.woolworths.co.nz/shop/product-details/137763/silk-baby-wipes-plastic-free-fragrance-free,SAVE $0.40
Tasti Apricots Dried 200g,7.59,6.2,18.3,https://www.woolworths.co.nz/shop/product-details/274753/tasti-apricots-dried,SAVE $1.39
Cadbury Dairy Milk Share Pack Caramello Koala 180g,7,5.5,21.4,https://www.woolworths.co.nz/shop/product-details/829175/cadbury-dairy-milk-share-pack-caramello-koala,SAVE $1.50
Woolworths Long Grain Rice Microwave 250g,2.75,2.49,9.5,https://www.woolworths.co.nz/shop/product-details/360343/woolworths-long-grain-rice-microwave,
The Collective Straight Up Probiotic Yoghurt Unsweetened 900g,8.59,7.45,13.3,https://www.woolworths.co.nz/shop/product-details/379167/the-collective-straight-up-probiotic-yoghurt-unsweetened,SAVE $1.14
Starbucks by Nespresso Coffee Pods Smooth Caramel 10 pack,11.49,8.5,26.0,https://www.woolworths.co.nz/shop/product-details/309640/starbucks-by-nespresso-coffee-pods-smooth-caramel,SAVE $2.99
Woolworths Potato Slider 8 pack,4.7,4.2,10.6,https://www.woolworths.co.nz/shop/product-details/6035364/woolworths-potato-slider,SAVE $0.50
Anathoth Farm Relish Caramelised Onion 420g,6.99,5.99,14.3,https://www.woolworths.co.nz/shop/product-details/561696/anathoth-farm-relish-caramelised-onion,SAVE $1.00
